CODE;VARTYPE;VARVAL
PCQ10;OR;1
PCQ10;PROCPR;05S15
PCQ10;PROCPR;06S10
PCQ10;PROCPR;14S90
PCQ10;PROCPR;21S09
PCQ10;DGPROP;00X99
PCQ20;OR;1
PCQ20;PROCPR;05S15
PCQ20;PROCPR;06S10
PCQ20;PROCPR;10S08
PCQ20;PROCPR;14S90
PCQ20;PROCPR;21S09
PCQ20;DGPROP;00X99
PCQ30;OR;1
PCQ30;PROCPR;05S15
PCQ30;PROCPR;06S10
PCQ30;PROCPR;10S08
PCQ30;PROCPR;14S90
PCQ30;PROCPR;21S09
PCQ30;DGPROP;00X99
PCQ40;OR;1
PCQ40;PROCPR;05S15
PCQ40;PROCPR;10S08
PCQ40;PROCPR;11S07
PCQ40;PROCPR;14S90
PCQ40;PROCPR;21S09
PCQ40;DGPROP;00X99
PCQ99;OR;1
PCQ99;PROCPR;05S15
PCQ99;PROCPR;06S10
PCQ99;PROCPR;10S08
PCQ99;PROCPR;14S90
PCQ99;PROCPR;21S09
PCQ99;DGPROP;00X99
PCR10;OR;1
PCR10;PROCPR;05S15
PCR10;PROCPR;06S10
PCR10;PROCPR;10S08
PCR10;PROCPR;14S90
PCR10;PROCPR;21S09
PCR10;DGPROP;00X99
PCR20;OR;1
PCR20;PROCPR;05S15
PCR20;PROCPR;06S10
PCR20;PROCPR;10S08
PCR20;PROCPR;14S90
PCR20;PROCPR;21S09
PCR20;DGPROP;00X99
PCR30;OR;1
PCR30;PROCPR;05S15
PCR30;PROCPR;06S10
PCR30;PROCPR;10S08
PCR30;PROCPR;14S90
PCR30;PROCPR;21S09
PCR30;DGPROP;00X99
PCR40;OR;1
PCR40;PROCPR;05S15
PCR40;PROCPR;10S08
PCR40;PROCPR;11S07
PCR40;PROCPR;14S90
PCR40;PROCPR;21S09
PCR40;DGPROP;00X99
PCR99;OR;1
PCR99;PROCPR;05S15
PCR99;PROCPR;06S10
PCR99;PROCPR;10S08
PCR99;PROCPR;14S90
PCR99;PROCPR;21S09
PCR99;DGPROP;00X99
PCS40;OR;1
PCS40;PROCPR;05S15
PCS40;PROCPR;10S08
PCS40;PROCPR;11S07
PCS40;PROCPR;21S09
PCS40;DGPROP;00X99
PCS99;OR;1
PCS99;PROCPR;05S15
PCS99;PROCPR;06S10
PCS99;PROCPR;10S08
PCS99;PROCPR;21S09
PCS99;DGPROP;00X99
PCT20;OR;1
PCT20;PROCPR;05S15
PCT20;PROCPR;06S10
PCT20;PROCPR;07S07
PCT20;PROCPR;10S08
PCT20;PROCPR;14S90
PCT20;PROCPR;17S01
PCT20;PROCPR;21S09
PCT20;DGPROP;00X99
PCT30;OR;1
PCT30;PROCPR;05S15
PCT30;PROCPR;06S10
PCT30;PROCPR;10S08
PCT30;PROCPR;14S90
PCT30;PROCPR;17S01
PCT30;PROCPR;21S09
PCT30;DGPROP;00X99
PCT40;OR;1
PCT40;PROCPR;05S15
PCT40;PROCPR;11S07
PCT40;PROCPR;14S90
PCT40;PROCPR;17S01
PCT40;PROCPR;21S09
PCT40;DGPROP;00X99
PCT99;OR;1
PCT99;PROCPR;05S15
PCT99;PROCPR;06S10
PCT99;PROCPR;07S07
PCT99;PROCPR;14S03
PCT99;PROCPR;17S01
PCT99;PROCPR;21S09
PCT99;DGPROP;00X99
PCU70;OR;1
PCU70;PROCPR;05S15
PCU70;PROCPR;14S90
PCU70;PROCPR;21S09
PCU70;DGPROP;00X99
PCU74;OR;1
PCU74;PROCPR;05S15
PCU74;PROCPR;06S10
PCU74;PROCPR;10S08
PCU74;PROCPR;14S90
PCU74;PROCPR;21S09
PCU74;DGPROP;00X99
PCU80;OR;1
PCU80;PROCPR;05S15
PCU80;PROCPR;06S10
PCU80;PROCPR;10S08
PCU80;PROCPR;14S90
PCU80;PROCPR;21S09
PCU80;DGPROP;00X99
PCU81;OR;1
PCU81;PROCPR;05S15
PCU81;PROCPR;06S10
PCU81;PROCPR;10S08
PCU81;PROCPR;14S90
PCU81;PROCPR;21S09
PCU81;DGPROP;00X99
PCU82;OR;1
PCU82;PROCPR;05S15
PCU82;PROCPR;06S10
PCU82;PROCPR;10S08
PCU82;PROCPR;14S90
PCU82;PROCPR;21S09
PCU82;DGPROP;00X99
PCU83;OR;1
PCU83;PROCPR;05S15
PCU83;PROCPR;06S10
PCU83;PROCPR;10S08
PCU83;PROCPR;14S90
PCU83;PROCPR;21S09
PCU83;DGPROP;00X99
PCU84;OR;1
PCU84;PROCPR;05S15
PCU84;PROCPR;06S10
PCU84;PROCPR;10S08
PCU84;PROCPR;14S90
PCU84;PROCPR;21S09
PCU84;DGPROP;00X99
PCU85;OR;1
PCU85;PROCPR;05S15
PCU85;PROCPR;06S10
PCU85;PROCPR;10S08
PCU85;PROCPR;14S90
PCU85;PROCPR;17S01
PCU85;PROCPR;21S09
PCU85;DGPROP;00X99
PCU86;OR;1
PCU86;PROCPR;05S15
PCU86;PROCPR;06S10
PCU86;PROCPR;10S08
PCU86;PROCPR;14S90
PCU86;PROCPR;21S09
PCU86;DGPROP;00X99
PCU87;OR;1
PCU87;PROCPR;05S15
PCU87;PROCPR;06S10
PCU87;PROCPR;14S90
PCU87;PROCPR;17S01
PCU87;PROCPR;21S09
PCU87;DGPROP;00X99
PCU88;OR;1
PCU88;PROCPR;05S15
PCU88;PROCPR;06S10
PCU88;PROCPR;10S08
PCU88;PROCPR;14S90
PCU88;PROCPR;21S09
PCU88;DGPROP;00X99
PCU99;OR;1
PCU99;PROCPR;05S15
PCU99;PROCPR;06S10
PCU99;PROCPR;10S08
PCU99;PROCPR;14S90
PCU99;PROCPR;21S09
PCU99;DGPROP;00X99
PCW99;OR;1
PCW99;PROCPR;05S19
PCW99;PROCPR;06S10
PCW99;PROCPR;14S90
PCW99;PROCPR;17S01
PCW99;PROCPR;21S09
PCW99;DGPROP;00X99
PD000;DGPROP;00X99
PD001;DGPROP;00X99
PD003;DGPROP;00X99
PD005;DGPROP;00X99
PD006;DGPROP;00X99
PD007;DGPROP;00X99
PD008;DGPROP;00X99
PD009;DGPROP;00X99
PDA10;OR;1
PDA10;PROCPR;05S11
PDA10;PROCPR;14S90
PDA10;PROCPR;21S09
PDA10;DGPROP;00X99
PDA10;PROCPR;99S90
PDA30;OR;1
PDA30;PROCPR;05S11
PDA30;PROCPR;10S08
PDA30;PROCPR;14S90
PDA30;PROCPR;17S01
PDA30;PROCPR;21S09
PDA30;DGPROP;00X99
PDA30;PROCPR;99S90
PDC10;OR;1
PDC10;PROCPR;05S11
PDC10;PROCPR;10S08
PDC10;PROCPR;14S90
PDC10;PROCPR;21S09
PDC10;DGPROP;00X99
PDC10;PROCPR;99S90
PDC30;OR;1
PDC30;PROCPR;05S15
PDC30;PROCPR;10S08
PDC30;PROCPR;14S90
PDC30;PROCPR;21S09
PDC30;DGPROP;00X99
PDE10;OR;1
PDE10;PROCPR;05S11
PDE10;PROCPR;14S90
PDE10;PROCPR;21S09
PDE10;DGPROP;00X99
PDE10;PROCPR;99S90
PDE30;OR;1
PDE30;PROCPR;05S11
PDE30;PROCPR;14S90
PDE30;PROCPR;21S09
PDE30;DGPROP;00X99
PDE30;PROCPR;99S90
PDF10;OR;1
PDF10;PROCPR;05S11
PDF10;PROCPR;14S90
PDF10;PROCPR;21S09
PDF10;DGPROP;00X99
PDF10;PROCPR;99S90
PDF30;OR;1
PDF30;PROCPR;05S11
PDF30;PROCPR;14S90
PDF30;PROCPR;21S09
PDF30;DGPROP;00X99
PDF30;PROCPR;99S90
PDG10;OR;1
PDG10;PROCPR;05S11
PDG10;PROCPR;14S90
PDG10;PROCPR;21S09
PDG10;DGPROP;00X99
PDG10;PROCPR;99S90
PDG20;OR;1
PDG20;PROCPR;05S07
PDG20;PROCPR;10S08
PDG20;PROCPR;14S90
PDG20;DGPROP;00X99
PDG20;PROCPR;99S90
PDG21;OR;1
PDG21;PROCPR;05S07
PDG21;PROCPR;10S08
PDG21;PROCPR;14S90
PDG21;DGPROP;00X99
PDG21;PROCPR;99S90
PDG22;OR;1
PDG22;PROCPR;05S07
PDG22;PROCPR;10S08
PDG22;PROCPR;14S90
PDG22;DGPROP;00X99
PDG22;PROCPR;99S90
PDG23;OR;1
PDG23;PROCPR;05S07
PDG23;PROCPR;10S08
PDG23;PROCPR;14S90
PDG23;DGPROP;00X99
PDG23;PROCPR;99S90
PDG24;OR;1
PDG24;PROCPR;05S07
PDG24;PROCPR;10S08
PDG24;PROCPR;14S90
PDG24;DGPROP;00X99
PDG24;PROCPR;99S90
PDG30;OR;1
PDG30;PROCPR;05S11
PDG30;PROCPR;14S90
PDG30;PROCPR;21S09
PDG30;DGPROP;00X99
PDG30;PROCPR;99S90
PDG35;OR;1
PDG35;PROCPR;05S11
PDG35;PROCPR;10S08
PDG35;PROCPR;14S90
PDG35;DGPROP;00X99
PDG35;PROCPR;99S90
PDG99;OR;1
PDG99;PROCPR;05S11
PDG99;PROCPR;14S90
PDG99;PROCPR;21S09
PDG99;DGPROP;00X99
PDG99;PROCPR;99S90
PDH10;OR;1
PDH10;PROCPR;05S11
PDH10;PROCPR;10S08
PDH10;PROCPR;14S90
PDH10;PROCPR;21S09
PDH10;DGPROP;00X99
PDH10;PROCPR;99S90
PDH20;OR;1
PDH20;PROCPR;05S11
PDH20;PROCPR;10S08
PDH20;PROCPR;14S90
PDH20;PROCPR;21S09
PDH20;DGPROP;00X99
PDH20;PROCPR;99S90
PDH21;OR;1
PDH21;PROCPR;05S11
PDH21;PROCPR;10S08
PDH21;PROCPR;14S90
PDH21;PROCPR;21S09
PDH21;DGPROP;00X99
PDH21;PROCPR;99S90
PDH22;OR;1
PDH22;PROCPR;05S11
PDH22;PROCPR;10S08
PDH22;PROCPR;14S90
PDH22;PROCPR;21S09
PDH22;DGPROP;00X99
PDH22;PROCPR;99S90
PDH23;OR;1
PDH23;PROCPR;05S11
PDH23;PROCPR;10S08
PDH23;PROCPR;14S90
PDH23;PROCPR;21S09
PDH23;DGPROP;00X99
PDH23;PROCPR;99S90
PDH24;OR;1
PDH24;PROCPR;05S11
PDH24;PROCPR;10S08
PDH24;PROCPR;14S90
PDH24;PROCPR;21S09
PDH24;DGPROP;00X99
PDH24;PROCPR;99S90
PDH30;OR;1
PDH30;PROCPR;05S11
PDH30;PROCPR;10S08
PDH30;PROCPR;14S90
PDH30;PROCPR;21S09
PDH30;DGPROP;00X99
PDH30;PROCPR;99S90
PDH35;OR;1
PDH35;PROCPR;05S11
PDH35;PROCPR;10S08
PDH35;PROCPR;14S90
PDH35;PROCPR;21S09
PDH35;DGPROP;00X99
PDH35;PROCPR;99S90
PDH99;OR;1
PDH99;PROCPR;05S11
PDH99;PROCPR;10S08
PDH99;PROCPR;14S90
PDH99;PROCPR;21S09
PDH99;DGPROP;00X99
PDH99;PROCPR;99S90
PDN10;OR;1
PDN10;PROCPR;05S11
PDN10;PROCPR;10S08
PDN10;PROCPR;14S90
PDN10;PROCPR;21S09
PDN10;DGPROP;00X99
PDN10;PROCPR;99S90
PDN30;OR;1
PDN30;PROCPR;05S11
PDN30;PROCPR;10S08
PDN30;PROCPR;14S90
PDN30;PROCPR;21S09
PDN30;DGPROP;00X99
PDN30;PROCPR;99S90
PDP10;OR;1
PDP10;PROCPR;05S15
PDP10;PROCPR;10S08
PDP10;PROCPR;14S90
PDP10;PROCPR;21S09
PDP10;DGPROP;00X99
PDP30;OR;1
PDP30;PROCPR;05S15
PDP30;PROCPR;09S07
PDP30;PROCPR;10S08
PDP30;PROCPR;14S90
PDP30;PROCPR;21S09
PDP30;PROCPR;30S99
PDP30;DGPROP;00X99
PDQ10;OR;1
PDQ10;PROCPR;05S11
PDQ10;PROCPR;10S08
PDQ10;PROCPR;14S90
PDQ10;PROCPR;21S09
PDQ10;DGPROP;00X99
PDQ10;PROCPR;99S90
PDQ21;OR;1
PDQ21;PROCPR;05S11
PDQ21;PROCPR;10S08
PDQ21;PROCPR;14S90
PDQ21;PROCPR;21S09
PDQ21;DGPROP;00X99
PDQ21;PROCPR;99S90
PDQ30;OR;1
PDQ30;PROCPR;05S19
PDQ30;PROCPR;10S08
PDQ30;PROCPR;14S90
PDQ30;PROCPR;21S09
PDQ30;DGPROP;00X99
PDR10;OR;1
PDR10;PROCPR;05S11
PDR10;PROCPR;10S08
PDR10;PROCPR;14S90
PDR10;PROCPR;21S09
PDR10;DGPROP;00X99
PDR10;PROCPR;99S90
PDR21;OR;1
PDR21;PROCPR;05S11
PDR21;PROCPR;10S08
PDR21;PROCPR;14S90
PDR21;PROCPR;21S09
PDR21;DGPROP;00X99
PDR21;PROCPR;99S90
PDR30;OR;1
PDR30;PROCPR;05S11
PDR30;PROCPR;10S08
PDR30;PROCPR;14S90
PDR30;PROCPR;21S09
PDR30;DGPROP;00X99
PDR30;PROCPR;99S90
PDS10;OR;1
PDS10;PROCPR;05S15
PDS10;PROCPR;14S90
PDS10;PROCPR;21S09
PDS10;DGPROP;00X99
PDS30;OR;1
PDS30;PROCPR;05S15
PDS30;PROCPR;14S90
PDS30;PROCPR;21S09
PDS30;DGPROP;00X99
PDT10;OR;1
PDT10;PROCPR;05S15
PDT10;PROCPR;14S90
PDT10;PROCPR;17S01
PDT10;PROCPR;21S09
PDT10;DGPROP;00X99
PDT30;OR;1
PDT30;PROCPR;05S15
PDT30;PROCPR;06S10
PDT30;PROCPR;11S07
PDT30;PROCPR;12S08
PDT30;PROCPR;14S90
PDT30;PROCPR;17S01
PDT30;PROCPR;21S09
PDT30;DGPROP;00X99
PDU70;OR;1
PDU70;PROCPR;05S11
PDU70;PROCPR;14S90
PDU70;PROCPR;21S09
PDU70;DGPROP;00X99
PDU70;PROCPR;99S90
PDU74;OR;1
PDU74;PROCPR;05S11
PDU74;PROCPR;05S15
PDU74;PROCPR;10S08
PDU74;PROCPR;14S90
PDU74;PROCPR;21S09
PDU74;DGPROP;00X99
PDU74;PROCPR;99S90
PDU80;OR;1
PDU80;PROCPR;05S15
PDU80;PROCPR;10S08
PDU80;PROCPR;14S90
PDU80;PROCPR;21S09
PDU80;DGPROP;00X99
PDU81;OR;1
PDU81;PROCPR;05S15
PDU81;PROCPR;10S08
PDU81;PROCPR;14S90
PDU81;PROCPR;21S09
PDU81;DGPROP;00X99
PDU82;OR;1
PDU82;PROCPR;05S11
PDU82;PROCPR;10S08
PDU82;PROCPR;14S90
PDU82;PROCPR;21S09
PDU82;DGPROP;00X99
PDU82;PROCPR;99S90
PDU83;OR;1
PDU83;PROCPR;05S15
PDU83;PROCPR;10S08
PDU83;PROCPR;14S90
PDU83;PROCPR;21S09
PDU83;DGPROP;00X99
PDU84;OR;1
PDU84;PROCPR;05S11
PDU84;PROCPR;10S08
PDU84;PROCPR;14S90
PDU84;PROCPR;21S09
PDU84;DGPROP;00X99
PDU84;PROCPR;99S90
PDU85;OR;1
PDU85;PROCPR;05S15
PDU85;PROCPR;10S08
PDU85;PROCPR;14S90
PDU85;PROCPR;21S09
PDU85;DGPROP;00X99
PDU86;OR;1
PDU86;PROCPR;05S15
PDU86;PROCPR;10S08
PDU86;PROCPR;14S90
PDU86;PROCPR;21S09
PDU86;DGPROP;00X99
PDU87;OR;1
PDU87;PROCPR;05S15
PDU87;PROCPR;10S08
PDU87;PROCPR;14S90
PDU87;PROCPR;17S01
PDU87;PROCPR;21S09
PDU87;DGPROP;00X99
PDU88;OR;1
PDU88;PROCPR;05S15
PDU88;PROCPR;10S08
PDU88;PROCPR;14S90
PDU88;PROCPR;21S09
PDU88;DGPROP;00X99
PDU99;OR;1
PDU99;PROCPR;05S15
PDU99;PROCPR;10S08
PDU99;PROCPR;14S90
PDU99;PROCPR;21S09
PDU99;DGPROP;00X99
PDW99;OR;1
PDW99;PROCPR;05S11
PDW99;PROCPR;14S90
PDW99;PROCPR;21S09
PDW99;DGPROP;00X99
PDW99;PROCPR;99S90
PE000;DGPROP;00X99
PE001;DGPROP;00X99
PE002;DGPROP;00X99
PE003;DGPROP;00X99
PE005;DGPROP;00X99
PE006;DGPROP;00X99
PE007;DGPROP;00X99
PE008;DGPROP;00X99
PE009;DGPROP;00X99
PE010;DGPROP;00X99
PEA10;OR;1
PEA10;PROCPR;05S15
PEA10;PROCPR;10S08
PEA10;PROCPR;14S90
PEA10;PROCPR;17S01
PEA10;PROCPR;21S09
PEA10;DGPROP;00X99
PEA11;OR;1
PEA11;PROCPR;05S15
PEA11;PROCPR;10S08
PEA11;PROCPR;14S90
PEA11;PROCPR;17S01
PEA11;PROCPR;21S09
PEA11;DGPROP;00X99
PEA12;OR;1
PEA12;PROCPR;05S15
PEA12;PROCPR;10S08
PEA12;PROCPR;14S90
PEA12;PROCPR;17S01
PEA12;PROCPR;21S09
PEA12;DGPROP;00X99
PEC10;OR;1
PEC10;PROCPR;05S15
PEC10;PROCPR;10S08
PEC10;PROCPR;14S90
PEC10;PROCPR;21S09
PEC10;DGPROP;00X99
PEC11;OR;1
PEC11;PROCPR;05S15
PEC11;PROCPR;10S08
PEC11;PROCPR;14S90
PEC11;PROCPR;21S09
PEC11;DGPROP;00X99
PEC12;OR;1
PEC12;PROCPR;05S15
PEC12;PROCPR;10S08
PEC12;PROCPR;14S90
PEC12;PROCPR;21S09
PEC12;DGPROP;00X99
PEE10;OR;1
PEE10;PROCPR;05S15
PEE10;PROCPR;10S08
PEE10;PROCPR;14S90
PEE10;PROCPR;21S09
PEE10;DGPROP;00X99
PEE11;OR;1
PEE11;PROCPR;05S15
PEE11;PROCPR;10S08
PEE11;PROCPR;14S90
PEE11;PROCPR;21S09
PEE11;DGPROP;00X99
PEE12;OR;1
PEE12;PROCPR;05S15
PEE12;PROCPR;10S08
PEE12;PROCPR;14S90
PEE12;PROCPR;21S09
PEE12;DGPROP;00X99
PEF10;OR;1
PEF10;PROCPR;05S15
PEF10;PROCPR;10S08
PEF10;PROCPR;14S90
PEF10;PROCPR;21S09
PEF10;DGPROP;00X99
PEF11;OR;1
PEF11;PROCPR;05S15
PEF11;PROCPR;10S08
PEF11;PROCPR;14S90
PEF11;PROCPR;21S09
PEF11;DGPROP;00X99
PEF12;OR;1
PEF12;PROCPR;05S15
PEF12;PROCPR;10S08
PEF12;PROCPR;14S90
PEF12;PROCPR;21S09
PEF12;DGPROP;00X99
PEG10;OR;1
PEG10;PROCPR;05S15
PEG10;PROCPR;10S08
PEG10;PROCPR;14S90
PEG10;PROCPR;21S09
PEG10;DGPROP;00X99
PEG11;OR;1
PEG11;PROCPR;05S15
PEG11;PROCPR;10S08
PEG11;PROCPR;14S90
PEG11;PROCPR;21S09
PEG11;DGPROP;00X99
PEG12;OR;1
PEG12;PROCPR;05S15
PEG12;PROCPR;10S08
PEG12;PROCPR;14S90
PEG12;PROCPR;21S09
PEG12;DGPROP;00X99
PEH10;OR;1
PEH10;PROCPR;05S15
PEH10;PROCPR;10S08
PEH10;PROCPR;14S90
PEH10;PROCPR;21S09
PEH10;DGPROP;00X99
PEH11;OR;1
PEH11;PROCPR;05S15
PEH11;PROCPR;10S08
PEH11;PROCPR;14S90
PEH11;PROCPR;21S09
PEH11;DGPROP;00X99
PEH12;OR;1
PEH12;PROCPR;05S15
PEH12;PROCPR;10S08
PEH12;PROCPR;14S90
PEH12;PROCPR;21S09
PEH12;DGPROP;00X99
PEH20;OR;1
PEH20;PROCPR;05S15
PEH20;PROCPR;10S08
PEH20;PROCPR;14S90
PEH20;PROCPR;21S09
PEH20;DGPROP;00X99
PEH30;OR;1
PEH30;PROCPR;05S15
PEH30;PROCPR;10S08
PEH30;PROCPR;14S90
PEH30;PROCPR;21S09
PEH30;DGPROP;00X99
PEL10;OR;1
PEL10;PROCPR;05S19
PEL10;PROCPR;11S07
PEL10;PROCPR;14S90
PEL10;PROCPR;21S09
PEL10;DGPROP;00X99
PEM10;OR;1
PEM10;PROCPR;05S19
PEM10;PROCPR;11S07
PEM10;PROCPR;14S90
PEM10;PROCPR;21S09
PEM10;DGPROP;00X99
PEN10;OR;1
PEN10;PROCPR;05S15
PEN10;PROCPR;10S08
PEN10;PROCPR;14S90
PEN10;PROCPR;21S09
PEN10;DGPROP;00X99
PEN11;OR;1
PEN11;PROCPR;05S15
PEN11;PROCPR;10S08
PEN11;PROCPR;14S90
PEN11;PROCPR;21S09
PEN11;DGPROP;00X99
PEN12;OR;1
PEN12;PROCPR;05S15
PEN12;PROCPR;10S08
PEN12;PROCPR;14S90
PEN12;PROCPR;21S09
PEN12;DGPROP;00X99
PEP10;OR;1
PEP10;PROCPR;05S15
PEP10;PROCPR;10S08
PEP10;PROCPR;14S90
PEP10;PROCPR;21S09
PEP10;DGPROP;00X99
PEP11;OR;1
PEP11;PROCPR;05S15
PEP11;PROCPR;10S08
PEP11;PROCPR;14S90
PEP11;PROCPR;21S09
PEP11;DGPROP;00X99
PEP12;OR;1
PEP12;PROCPR;05S15
PEP12;PROCPR;10S08
PEP12;PROCPR;14S90
PEP12;PROCPR;21S09
PEP12;DGPROP;00X99
PEQ10;OR;1
PEQ10;PROCPR;05S15
PEQ10;PROCPR;10S08
PEQ10;PROCPR;14S90
PEQ10;PROCPR;21S09
PEQ10;DGPROP;00X99
PEQ11;OR;1
PEQ11;PROCPR;05S15
PEQ11;PROCPR;10S08
PEQ11;PROCPR;14S90
PEQ11;PROCPR;21S09
PEQ11;DGPROP;00X99
PEQ12;OR;1
PEQ12;PROCPR;05S15
PEQ12;PROCPR;10S08
PEQ12;PROCPR;14S90
PEQ12;PROCPR;21S09
PEQ12;DGPROP;00X99
PER10;OR;1
PER10;PROCPR;05S15
PER10;PROCPR;14S90
PER10;PROCPR;21S09
PER10;DGPROP;00X99
PER11;OR;1
PER11;PROCPR;05S15
PER11;PROCPR;14S90
PER11;PROCPR;21S09
PER11;DGPROP;00X99
PER12;OR;1
PER12;PROCPR;05S15
PER12;PROCPR;14S90
PER12;PROCPR;21S09
PER12;DGPROP;00X99
PES10;OR;1
PES10;PROCPR;05S15
PES10;PROCPR;21S09
PES10;DGPROP;00X99
PES11;OR;1
PES11;PROCPR;05S15
PES11;PROCPR;21S09
PES11;DGPROP;00X99
PES12;OR;1
PES12;PROCPR;05S15
PES12;PROCPR;21S09
PES12;DGPROP;00X99
PET10;OR;1
PET10;PROCPR;05S15
PET10;PROCPR;10S08
PET10;PROCPR;14S90
PET10;PROCPR;17S01
PET10;PROCPR;21S09
PET10;DGPROP;00X99
PET11;OR;1
PET11;PROCPR;05S15
PET11;PROCPR;10S08
PET11;PROCPR;14S90
PET11;PROCPR;17S01
PET11;PROCPR;21S09
PET11;DGPROP;00X99
PET12;OR;1
PET12;PROCPR;05S15
PET12;PROCPR;10S08
PET12;PROCPR;14S90
PET12;PROCPR;17S01
PET12;PROCPR;21S09
PET12;DGPROP;00X99
PEU70;OR;1
PEU70;PROCPR;05S15
PEU70;PROCPR;14S90
PEU70;PROCPR;21S09
PEU70;DGPROP;00X99
PEU74;OR;1
PEU74;PROCPR;05S15
PEU74;PROCPR;10S08
PEU74;PROCPR;14S90
PEU74;PROCPR;21S09
PEU74;DGPROP;00X99
PEU76;OR;1
PEU76;PROCPR;05S15
PEU76;PROCPR;10S08
PEU76;PROCPR;14S90
PEU76;PROCPR;21S09
PEU76;DGPROP;00X99
PEU80;OR;1
PEU80;PROCPR;05S15
PEU80;PROCPR;10S08
PEU80;PROCPR;14S90
PEU80;PROCPR;21S09
PEU80;DGPROP;00X99
PEU81;OR;1
PEU81;PROCPR;05S15
PEU81;PROCPR;14S90
PEU81;PROCPR;21S09
PEU81;DGPROP;00X99
PEU82;OR;1
PEU82;PROCPR;05S15
PEU82;PROCPR;10S08
PEU82;PROCPR;14S90
PEU82;PROCPR;21S09
PEU82;DGPROP;00X99
PEU83;OR;1
PEU83;PROCPR;05S15
PEU83;PROCPR;10S08
PEU83;PROCPR;14S90
PEU83;PROCPR;21S09
PEU83;DGPROP;00X99
PEU84;OR;1
PEU84;PROCPR;05S15
PEU84;PROCPR;10S08
PEU84;PROCPR;14S90
PEU84;PROCPR;21S09
PEU84;DGPROP;00X99
PEU85;OR;1
PEU85;PROCPR;05S15
PEU85;PROCPR;10S08
PEU85;PROCPR;14S90
PEU85;PROCPR;21S09
PEU85;DGPROP;00X99
PEU86;OR;1
PEU86;PROCPR;05S15
PEU86;PROCPR;10S08
PEU86;PROCPR;14S90
PEU86;PROCPR;21S09
PEU86;DGPROP;00X99
PEU87;OR;1
PEU87;PROCPR;05S15
PEU87;PROCPR;10S08
PEU87;PROCPR;14S90
PEU87;PROCPR;21S09
PEU87;DGPROP;00X99
PEU88;OR;1
PEU88;PROCPR;05S15
PEU88;PROCPR;10S08
PEU88;PROCPR;14S90
PEU88;PROCPR;21S09
PEU88;DGPROP;00X99
PEU89;OR;1
PEU89;PROCPR;05S15
PEU89;PROCPR;10S08
PEU89;PROCPR;14S90
PEU89;PROCPR;21S09
PEU89;DGPROP;00X99
PEU99;OR;1
PEU99;PROCPR;05S15
PEU99;PROCPR;10S08
PEU99;PROCPR;14S90
PEU99;PROCPR;21S09
PEU99;DGPROP;00X99
PEW99;OR;1
PEW99;PROCPR;05S15
PEW99;PROCPR;10S08
PEW99;PROCPR;14S90
PEW99;PROCPR;21S09
PEW99;DGPROP;00X99
PF000;DGPROP;00X99
PF001;DGPROP;00X99
PF002;DGPROP;00X99
PF003;DGPROP;00X99
PF004;DGPROP;00X99
PF005;DGPROP;00X99
PFA10;OR;1
PFA10;PROCPR;05S15
PFA10;PROCPR;14S90
PFA10;PROCPR;17S01
PFA10;PROCPR;21S09
PFA10;DGPROP;00X99
PFA30;OR;1
PFA30;PROCPR;05S15
PFA30;PROCPR;14S90
PFA30;PROCPR;21S09
PFA30;DGPROP;00X99
PFB10;OR;1
PFB10;PROCPR;05S15
PFB10;PROCPR;10S08
PFB10;PROCPR;14S90
PFB10;PROCPR;21S09
PFB10;DGPROP;00X99
PFB30;OR;1
PFB30;PROCPR;05S15
PFB30;PROCPR;10S08
PFB30;PROCPR;14S90
PFB30;PROCPR;21S09
PFB30;DGPROP;00X99
PFC10;OR;1
PFC10;PROCPR;05S15
PFC10;PROCPR;14S90
PFC10;PROCPR;21S09
PFC10;DGPROP;00X99
PFE10;OR;1
PFE10;PROCPR;05S15
PFE10;PROCPR;14S90
PFE10;PROCPR;21S09
PFE10;DGPROP;00X99
PFE30;OR;1
PFE30;PROCPR;05S15
PFE30;PROCPR;14S90
PFE30;PROCPR;21S09
PFE30;DGPROP;00X99
PFG10;OR;1
PFG10;PROCPR;05S15
PFG10;PROCPR;14S90
PFG10;PROCPR;21S09
PFG10;DGPROP;00X99
PFH10;OR;1
PFH10;PROCPR;05S15
PFH10;PROCPR;14S90
PFH10;PROCPR;21S09
PFH10;DGPROP;00X99
PFH20;OR;1
PFH20;PROCPR;05S15
PFH20;PROCPR;14S90
PFH20;PROCPR;21S09
PFH20;DGPROP;00X99
PFH21;OR;1
PFH21;PROCPR;05S15
PFH21;PROCPR;14S90
PFH21;PROCPR;21S09
PFH21;DGPROP;00X99
PFH22;OR;1
PFH22;PROCPR;05S15
PFH22;PROCPR;14S90
PFH22;PROCPR;21S09
PFH22;DGPROP;00X99
PFH23;OR;1
PFH23;PROCPR;05S15
PFH23;PROCPR;14S90
PFH23;PROCPR;21S09
PFH23;DGPROP;00X99
PFH24;OR;1
PFH24;PROCPR;05S15
PFH24;PROCPR;14S90
PFH24;PROCPR;21S09
PFH24;DGPROP;00X99
PFH25;OR;1
PFH25;PROCPR;05S15
PFH25;PROCPR;14S90
PFH25;PROCPR;21S09
PFH25;DGPROP;00X99
PFH26;OR;1
PFH26;PROCPR;05S15
PFH26;PROCPR;14S90
PFH26;PROCPR;21S09
PFH26;DGPROP;00X99
PFH27;OR;1
PFH27;PROCPR;05S15
PFH27;PROCPR;14S90
